id,pos,gloss,persian_gloss,checked,,,,,,
87944,adjective,having a shell that forms a spiral,داشتن پوسته ای که مارپیچ را تشکیل می دهد,0,,,,,,
87945,adjective,of animals or plants that have a thin shell,از حیوانات یا گیاهانی که پوسته نازکی دارند,0,,,,,,
87946,verb,put into, or keep in," a stall; ""Stall the horse""",در یک غرفه قرار دهید ، یا در آن نگهداری کنید.,0,,,,
87947,noun,"a detached or outdoor shelter for cooking; ""the circus used a tent as their cookhouse""",یک پناهگاه جداگانه یا در فضای باز برای پخت و پز ؛,0,,,,,,
87948,noun,a shelter to protect occupants from the fallout from an atomic bomb,یک پناهگاه برای محافظت از سرنشینان در برابر اثرات ناشی از بمب اتمی,0,,,,,,
87949,noun,an underground shelter where you can go until a storm passes,یک پناهگاه زیرزمینی که می توانید به آنجا بروید تا طوفان رد شود,0,,,,,,
87950,noun,a small shelter for bells; has a gable or shed roof,یک پناهگاه کوچک برای زنگوله ها ؛,0,,,,,,
87951,noun,rough shelter whose roof has only one slope,پناهگاهی خشن که سقف آن فقط یک شیب دارد,0,,,,,,
87952,noun,a worker who puts things (as books) on shelves,کارگری که وسایل (به عنوان کتاب) را در قفسه ها قرار می دهد,0,,,,,,
87953,verb,tend as a shepherd, as of sheep or goats,مانند چوپان ، گوسفند یا بز تمایل داشته باشید,0,,,,,
87954,noun,very dry pale sherry from Spain,شری رنگ پریده بسیار خشک از اسپانیا,0,,,,,,
87955,noun,a rubber or plastic shield to protect the nipples of nursing women,یک محافظ پلاستیکی یا لاستیکی برای محافظت از نوک پستان های زنان پرستار,0,,,,,,
87956,noun,a shield of lead or concrete intended as a barrier to radiation emitted in nuclear decay,سپری از سرب یا بتن که به عنوان مانعی در برابر تابش ساطع شده در پوسیدگی هسته ای در نظر گرفته شده است,0,,,,,,
87957,noun,shield consisting of an arrangement of metal mesh or plates designed to protect electronic equipment from ambient electromagnetic interference,سپری متشکل از آرایش مش فلزی یا صفحاتی که برای محافظت از تجهیزات الکترونیکی در برابر تداخل الکترومغناطیسی محیط طراحی شده است,0,,,,,,
87958,verb,"shift to a clockwise direction; ""the wind veered""",تغییر جهت در جهت عقربه های ساعت ؛,0,,,,,,
87959,verb,transfer a quantity from one side of an equation to the other side reversing its sign, in order to maintain equality,برای حفظ برابری ، مقداری را از یک طرف معادله به طرف دیگر معکوس کنید و علامت آن را معکوس کنید,0,,,,,
87960,verb,transfer to another track, of trains,به قطار دیگری انتقال دهید,0,,,,,
87961,verb,move about," move back and forth; ""He shuffled his funds among different accounts in various countries so as to avoid the IRS""",حرکت کردن ، حرکت به عقب و جلو ؛,0,,,,,
87962,verb,transfer for further transportation from one ship or conveyance to another,انتقال برای حمل و نقل بیشتر از یک کشتی یا حمل و نقل به کشتی دیگر,0,,,,,,
87963,verb,transfer (a chromosomal segment) to a new position,انتقال (یک بخش کروموزومی) به یک موقعیت جدید,0,,,,,,
87964,verb,"transfer from one place or period to another; ""The ancient Greek story was transplanted into Modern America""",انتقال از یک مکان یا دوره به مکان دیگر ؛,0,,,,,,
87965,verb,"use a shift key on a keyboard; ""She could not shift so all her letters are written in lower case""",از کلید shift در صفحه کلید استفاده کنید.,0,,,,,,
87966,noun,a change in the relative numbers of the different groups of individuals making up a population,تغییر در تعداد نسبی گروههای مختلف افراد که جمعیت را تشکیل می دهند,0,,,,,,
87967,noun,a profound transformation,یک تحول عمیق,0,,,,,,
87968,noun,the transformation of ordinary white tin into powdery grey tin at very cold temperatures,تبدیل قلع سفید معمولی به قلع خاکستری پودری در دمای بسیار سرد,0,,,,,,
87969,noun,becoming stronger,قوی تر شدن,0,,,,,,
87970,noun,"a period of time assigned for work; ""they work long hours""",یک دوره زمانی اختصاص داده شده برای کار,0,,,,,,
87971,noun,a period of work or duty,یک دوره کار یا وظیفه,0,,,,,,
87972,noun,a period of time (4 or 2 hours) during which some of a ship's crew are on duty,یک دوره زمانی (4 یا 2 ساعت) که طی آن برخی از خدمه کشتی در حال انجام وظیفه هستند,0,,,,,,
87973,noun,the work shift during the day (as 8 a.m. to 4 p.m.),شیفت کاری در طول روز (از ساعت 8 صبح تا 4 بعد از ظهر),0,,,,,,
87974,noun,the work shift during the evening (as 4 p.m. to midnight),شیفت کاری در طول عصر (از ساعت 4 بعد از ظهر تا نیمه شب),0,,,,,,
87975,noun,the work shift during the night (as midnight to 8 a.m.),شیفت کاری در طول شب (از نیمه شب تا 8 صبح),0,,,,,,
87976,noun,a working shift divided into two periods of time with several hours in between,یک شیفت کاری به دو دوره زمانی تقسیم می شود که چندین ساعت در آن قرار دارد,0,,,,,,
87977,noun,a sudden unexpected switch,یک سوئیچ ناگهانی غیر منتظره,0,,,,,,
87978,noun,workers who work during the day (as 8 a.m. to 4 p.m.),کارگرانی که در طول روز کار می کنند (از ساعت 8 صبح تا 4 بعد از ظهر),0,,,,,,
87979,noun,workers who work during the evening (as 4 p.m. to midnight),کارگرانی که در طول شب کار می کنند (از ساعت 4 بعد از ظهر تا نیمه شب),0,,,,,,
87980,noun,workers who work during the night (as midnight to 8 a.m.),کارگرانی که در طول شب کار می کنند (از نیمه شب تا 8 صبح),0,,,,,,
87981,noun,a stagehand responsible for moving scenery,یک صحنه ساز که مسئول حرکت مناظر است,0,,,,,,
87982,adjective,"continuously varying; ""taffeta with shifting colors""",به طور مداوم متفاوت است,0,,,,,,
87983,adjective,"changing position or direction; ""he drifted into the shifting crowd""; ""their nervous shifting glances""; ""shifty winds""",تغییر موقعیت یا جهت ؛,0,,,,,,
87984,adjective,"lacking or characterized by lack of ambition or initiative; lazy; ""a shiftless student""; ""studied in a shiftless way""",فقدان جاه طلبی یا ابتکار عمل,0,,,,,,
87985,noun,the basic unit of money in Uganda; equal to 100 cents,واحد اصلی پول در اوگاندا ؛,0,,,,,,
87986,noun,the basic unit of money in Tanzania; equal to 100 cents,واحد اساسی پول در تانزانیا ؛,0,,,,,,
87987,noun,the basic unit of money in Somalia; equal to 100 cents,واحد اساسی پول در سومالی ؛,0,,,,,,
87988,noun,the basic unit of money in Kenya; equal to 100 cents,واحد اساسی پول در کنیا ؛,0,,,,,,
87989,noun,a thin wedge of material (wood or metal or stone) for driving into crevices,یک گوه نازک از مواد (چوب یا فلز یا سنگ) برای رانندگی به شکاف,0,,,,,,
87990,verb,"tremble or shake; ""His voice wobbled with restrained emotion""",لرزیدن یا لرزش,0,,,,,,
87991,noun,"an abnormal wobble in a motor vehicle (especially in the front wheels); ""he could feel the shimmy in the steering wheel""",یک تکان غیر عادی در یک وسیله نقلیه موتوری (به خصوص در چرخ های جلو) ؛,0,,,,,,
87992,noun,lively dancing (usually to ragtime music) with much shaking of the shoulders and hips,رقص پر جنب و جوش (معمولاً با موسیقی رگ تایم) با لرزش زیاد شانه ها و باسن,0,,,,,,
87993,verb,"throw or flash the light of (a lamp); ""Shine the light on that window"," please""",رقص پر جنب و جوش (معمولاً با موسیقی رگ تایم) با لرزش زیاد شانه ها و باسن,0,,,,,
87994,noun,an object that emits or reflects light in an intermittent flickering manner,جسمی که نور را به صورت متناوب سوسو می زند یا بازتاب می کند,0,,,,,,
87995,noun,type genus of the Scombridae,جنس نوع Scombridae,0,,,,,,
87996,noun,any of numerous small silvery North American cyprinid fishes especially of the genus Notropis,هر یک از تعداد زیادی ماهی کوچک سیپرینید نقره ای آمریکای شمالی به ویژه از جنس Notropis,0,,,,,,
87997,noun,small blunt-nosed fish of Great Lakes and Mississippi valley with a greenish luster,ماهی کوچک دماغ صاف از دریاچه های بزرگ و دره می سی سی پی با جلای مایل به سبز,0,,,,,,
87998,noun,the common North American shiner,براق کننده مشترک آمریکای شمالی,0,,,,,,
87999,noun,shiner of eastern North America having golden glints; sometimes also called `bream',براق کننده شرق آمریکای شمالی دارای براق های طلایی ؛,0,,,,,,
88000,noun,a small signboard outside the office of a lawyer or doctor, e.g.,یک تابلوی کوچک در خارج از دفتر وکیل یا پزشک ، به عنوان مثال,0,,,,,
88001,noun,a worker who shingles roofs,کارگری که سقف هایش را زونا می کند,0,,,,,,
